Email,Status
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",not_reject
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,not_reject
That's one of the issues but california is okay. No snow so its manageable,not_reject
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,not_reject
....photoshop makes my computer shut down.,not_reject
Yay can't wait to party together!,not_reject
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",not_reject
I hope your pee burns tonite.,not_reject
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY 1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",not_reject
Rats. Hey did u ever vote for the next themes?,not_reject
Po de :-):):-):-):-). No need job aha.,not_reject
The word "Checkmate" in chess comes from the Persian phrase "Shah Maat" which means; "the king is dead.." Goodmorning.. Have a good day..:),not_reject
"How long before you get reply, just defer admission til next semester",not_reject
Lol no. Just trying to make your day a little more interesting,not_reject
Yup but it's not giving me problems now so mayb i'll jus leave it...,not_reject
"Haha, just what I was thinkin",not_reject
I am going to sleep. I am tired of travel.,not_reject
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,not_reject
:-) :-),not_reject
u r a winner U ave been specially selected 2 receive 1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),not_reject
Im good! I have been thinking about you...,not_reject
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,not_reject
Got smaller capacity one? Quite ex...,not_reject
How's ur paper?,not_reject
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,not_reject
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,not_reject
 no home work to do meh... ,not_reject
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,not_reject
i can call in  &lt;#&gt;  min if thats ok,not_reject
"fyi I'm at usf now, swing by the room whenever",not_reject
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,not_reject
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",not_reject
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",not_reject
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,not_reject
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,not_reject
Call me when u finish then i come n pick u.,not_reject
Sorry for the delay. Yes masters,not_reject
"Er, hello, things didn憈 quite go to plan  is limping slowly home followed by aa and with exhaust hanging off",not_reject
How do you plan to manage that,not_reject
Reverse is cheating. That is not mathematics.,not_reject
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",not_reject
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",not_reject
I dont know why she.s not getting your messages,not_reject
Just come home. I don't want u to be miserable,not_reject
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,not_reject
URGENT This is our 2nd attempt to contact U. Your 900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,not_reject
Saw Guys and Dolls last night with Patrick Swayze it was great,not_reject
Sorry that was my uncle. I.ll keep in touch,not_reject
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,not_reject
Gd luck 4 ur exams :-),not_reject
Send me your resume:-),not_reject
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,not_reject
We're on the opposite side from where we dropped you off,not_reject
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",not_reject
 thk of wat to eat tonight.,not_reject
Holy living christ what is taking you so long,not_reject
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",not_reject
Indeed and by the way it was either or - not both !,not_reject
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",not_reject
"Call me, i am senthil from hsbc.",not_reject
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,not_reject
Sen told that he is going to join his uncle finance in cbe,not_reject
O we cant see if we can join denis and mina? Or does denis want alone time,not_reject
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,not_reject
Sorry completely forgot * will pop em round this week if your still here?,not_reject
Quite lor. But dun tell him wait he get complacent...,not_reject
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",not_reject
U repeat e instructions again. Wat's e road name of ur house?,not_reject
Ok then u tell me wat time u coming later lor.,not_reject
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",not_reject
Hi..i got the money da:),not_reject
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,not_reject
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,not_reject
I'm not sure if its still available though,not_reject
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,not_reject
Whens your radio show?,not_reject
if you text on your way to cup stop that should work. And that should be BUS,not_reject
Hi.:)technical support.providing assistance to us customer through call and email:),not_reject
Prepare to be pleasured :),not_reject
Me too! Have a lovely night xxx,not_reject
It's  only $140 ard... rest all ard $180 at least...Which is  price 4  2 bedrm ($900),not_reject
I'm home. Doc gave me pain meds says everything is fine.,not_reject
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 100 cash. Name the NEW US President? txt ans to 80082,not_reject
URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,not_reject
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",not_reject
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,not_reject
U wan 2 haf lunch i'm in da canteen now.,not_reject
Ok lor... Or u wan me go look 4 u?,not_reject
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,not_reject
Well boy am I glad G wasted all night at applebees for nothing,not_reject
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,not_reject
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",not_reject
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,not_reject
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,not_reject
"When you just put in the + sign, choose my number and the pin will show. Right?",not_reject
Orh i tot u say she now still dun believe.,not_reject
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,not_reject
Thinking of u ;) x,not_reject
I am in hospital da. . I will return home in evening,not_reject
Ya very nice. . .be ready on thursday,not_reject
Many more happy returns of the day. I wish you happy birthday.,not_reject
I keep seeing weird shit and bein all "woah" then realising it's actually reasonable and I'm all "oh",not_reject
We have pizza if u want,not_reject
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,not_reject
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",not_reject
"Not for possession, especially not first offense",not_reject
Oh k:)after that placement there ah?,not_reject
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,not_reject
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,not_reject
Wat time r  going to xin's hostel?,not_reject
K:)eng rocking in ashes:),not_reject
I dont know ask to my brother. Nothing problem some thing that. Just i told .,not_reject
I've reached already.,not_reject
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,not_reject
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",not_reject
Jason says it's cool if we pick some up from his place in like an hour,not_reject
"There'll be a minor shindig at my place later tonight, you interested?",not_reject
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",not_reject
HELLO PEACH! MY CAKE TASTS LUSH!,not_reject
"I'm home, my love ... If your still awake ... *loving kiss*",not_reject
"Yup. Anything lor, if u dun wan it's ok...",not_reject
Forgot to tell  smth.. Can  like number the sections so that it's clearer..,not_reject
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",not_reject
My uncles in Atlanta. Wish you guys a great semester.,not_reject
"K will do, addie &amp; I are doing some art so I'll be here when you get home",not_reject
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",not_reject
S:)8 min to go for lunch:),not_reject
Oops i thk i dun haf enuff... I go check then tell ..,not_reject
Big brother憇 really scraped the barrel with this shower of social misfits,not_reject
Thats cool princess! I will cover your face in hot sticky cum :),not_reject
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,not_reject
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),not_reject
"Haha awesome, I might need to take you up on that, what you doin tonight?",not_reject
"Did you say bold, then torch later. Or one torch and 2bold?",not_reject
Wif my family booking tour package.,not_reject
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,not_reject
Hey anyway i have to :-),not_reject
Yar but they say got some error.,not_reject
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,not_reject
Anytime...,not_reject
I liked the new mobile,not_reject
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",not_reject
Yes fine ,not_reject
Don no da:)whats you plan?,not_reject
"Okey dokey, i憀l be over in a bit just sorting some stuff out.",not_reject
A guy who gets used but is too dumb to realize it.,not_reject
"URGENT! Your Mobile No 07808726822 was awarded a 2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",not_reject
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,not_reject
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,not_reject
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",not_reject
Surly ill give it to you:-) while coming to review.,not_reject
Ok no prob,not_reject
"Didn't try, g and I decided not to head out",not_reject
Hmmm.but you should give it on one day..,not_reject
Eatin my lunch...,not_reject
But pls dont play in others life.,not_reject
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",not_reject
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",not_reject
Ok u can take me shopping when u get paid =D,not_reject
"Haha yeah, 2 oz is kind of a shitload",not_reject
Are you staying in town ?,not_reject
"That's cool he'll be here all night, lemme know when you're around",not_reject
Sry da..jst nw only i came to home..,not_reject
It is a good thing I'm now getting the connection to bw,not_reject
Wewa is 130. Iriver 255. All 128 mb.,not_reject
 ready then call me...,not_reject
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",not_reject
I'm leaving my house now.,not_reject
I forgot 2 ask  all smth.. There's a card on da present lei... How?  all want 2 write smth or sign on it?,not_reject
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",not_reject
"Probably not, I'm almost out of gas and I get some cash tomorrow",not_reject
"I didnt get ur full msg..sometext is missing, send it again",not_reject
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",not_reject
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,not_reject
I send the print  outs da.,not_reject
Not..tel software name..,not_reject
Ok set let u noe e details later...,not_reject
Mum not going robinson already.,not_reject
No. Yes please. Been swimming?,not_reject
Ladies first and genus second k .,not_reject
Ok no prob...,not_reject
You call him and tell now infront of them. Call him now.,not_reject
I cant pick the phone right now. Pls send a message,not_reject
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,not_reject
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,not_reject
"K, I'll work something out",not_reject
Our Prasanth ettans mother passed away last night. Just pray for her and family.,not_reject
Hope you are having a great day.,not_reject
Lol yes. But it will add some spice to your day.,not_reject
Where r e meeting tmr?,not_reject
A 400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a 400 reward. Just call 09066380611 ,not_reject
Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to "DRINK". . . But don't "DRIVE ",not_reject
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",not_reject
We are okay. Going to sleep now. Later,not_reject
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,not_reject
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,not_reject
Are you planning to come chennai?,not_reject
Did u got that persons story,not_reject
Sorry i din lock my keypad.,not_reject
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,not_reject
Havent.,not_reject
Do you hide anythiing or keeping distance from me,not_reject
Of course. I guess god's just got me on hold right now.,not_reject
Captain vijaykanth is doing comedy in captain tv..he is drunken :),not_reject
Oh ho. Is this the first time u use these type of words,not_reject
K k pa Had your lunch aha.,not_reject
How come i din c ... Yup i cut my hair...,not_reject
These won't do. Have to move on to morphine,not_reject
Oh wow thats gay. Will firmware update help,not_reject
"I'm in a meeting, call me later at",not_reject
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",not_reject
Everybody had fun this evening. Miss you.,not_reject
Only saturday and sunday holiday so its very difficult:),not_reject
Todays Voda numbers ending with 7634 are selected to receive a 350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,not_reject
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed 1000 cash or 5000 prize!,not_reject
Lol ... I knew that .... I saw him in the dollar store,not_reject
I'm on the bus. Love you,not_reject
Jus finish blowing my hair. U finish dinner already?,not_reject
U need my presnts always bcz U cant mis love. "jeevithathile irulinae neekunna prakasamanu sneham" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....,not_reject
They finally came to fix the ceiling.,not_reject
"Received, understood n acted upon!",not_reject
THIS IS A LONG FUCKIN SHOWR,not_reject
"Sorry, I'll call later In meeting.",not_reject
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,not_reject
Good. do you think you could send me some pix? I would love to see your top and bottom...,not_reject
 called dad oredi...,not_reject
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,not_reject
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,not_reject
How much you got for cleaning,not_reject
Sorry da. I gone mad so many pending works what to do.,not_reject
Wat time  finish?,not_reject
Just glad to be talking to you.,not_reject
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",not_reject
"Loan for any purpose 500 - 75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",not_reject
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,not_reject
URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,not_reject
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,not_reject
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,not_reject
FREE entry into our 250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,not_reject
100 dating service cal;l 09064012103 box334sk38ch,not_reject
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x150pw to end txt stop",not_reject
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,not_reject
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",not_reject
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",not_reject
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,not_reject
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",not_reject
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,not_reject
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,not_reject
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,not_reject
Valentines Day Special! Win over 1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,not_reject
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,not_reject
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,not_reject
"Think ur smart ? Win 200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",not_reject
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",not_reject
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",not_reject
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,not_reject
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,not_reject
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,not_reject
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,not_reject
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,not_reject
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,not_reject
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,not_reject
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,not_reject
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,not_reject
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",not_reject
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY 1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",not_reject
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,not_reject
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed 1000 cash or 5000 prize!,not_reject
URGENT! We are trying to contact you. Last weekends draw shows that you have won a 900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,not_reject
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",not_reject
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,not_reject
You are a winner U have been specially selected 2 receive 1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,not_reject
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,not_reject
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",not_reject
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,not_reject
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,not_reject
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. 1.50 SP:Tyrone,not_reject
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,not_reject
"URGENT! Your Mobile No. was awarded 2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",not_reject
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,not_reject
You are a winner U have been specially selected 2 receive 1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,not_reject
GENT! We are trying to contact you. Last weekends draw shows that you won a 1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,not_reject
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed 1000 cash or 5000 prize!,not_reject
Did you hear about the new "Divorce Barbie"? It comes with all of Ken's stuff!,not_reject
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or 1000. To claim txt DIS to 87121 18+6*1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",not_reject
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a 1500 Bonus Prize, call 09066364589",not_reject
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",not_reject
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,not_reject
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,not_reject
Thanks for your subscription to Ringtone UK your mobile will be charged 5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,not_reject
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/1.20 POBOXox36504W45WQ 16+",not_reject
"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL",not_reject
"URGENT! You have won a 1 week FREE membership in our 100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",not_reject
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",not_reject
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,not_reject
WINNER!! As a valued network customer you have been selected to receivea 900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.,not_reject
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, 1.50 to rcv",not_reject
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,not_reject
Y de asking like this.,not_reject
We live in the next  &lt;#&gt; mins,not_reject
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,not_reject
"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",not_reject
"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",not_reject
THANX 4 PUTTIN DA FONE DOWN ON ME!!,not_reject
And I don't plan on staying the night but I prolly won't be back til late,not_reject
"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",not_reject
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,not_reject
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,not_reject
Have you laid your airtel line to rest?,not_reject
I'm stuck in da middle of da row on da right hand side of da lt... ,not_reject
Full heat pa:-) i have applyed oil pa.,not_reject
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",not_reject
Yo sorry was in the shower sup,not_reject
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,not_reject
It's ok i wun b angry. Msg u aft i come home tonight.,not_reject
Right it wasnt you who phoned it was someone with a number like yours!,not_reject
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX 1.50,not_reject
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,not_reject
Have you not finished work yet or something?,not_reject
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),not_reject
"I'll see if I can swing by in a bit, got some things to take care of here firsg",not_reject
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. 1.50 increments. Help08718728876",not_reject
